,20,9,22,32,23,25,24,7
1950-01-01,-50.18554846207385,-48.03352658616043,-80.90730081895781,-40.701156186931044,-45.39729974847829,-40.93968547122765,-68.77041149241921,-29.78500536353602
1950-02-01,-48.763012047057344,-45.17433079524843,-78.3601652558026,-39.50672444651511,-44.569174350094634,-40.45362148402632,-67.76029754335737,-29.47802162543832
1950-03-01,-48.622715905371386,-44.523857053417906,-78.43356158081978,-39.24086617284167,-45.01991842622325,-40.44021290506567,-68.5438893724848,-29.525469150537493
1950-04-01,-48.085118872177745,-43.98504682640463,-78.19431301432454,-39.085689826390656,-45.5742239489469,-40.56819396526316,-70.8398264478441,-29.870866754429038
1950-05-01,-50.50578177682332,-47.16427830610557,-81.18376704854809,-40.40264673458581,-47.07745129234134,-41.52314786291821,-75.64531281746464,-30.757236899337386
1950-06-01,-51.09783068063165,-49.45713448242909,-81.90421409619337,-40.26961700678496,-47.412931949127206,-41.90662905674894,-79.80274927008193,-31.388436498595787
1950-07-01,-51.78248664895359,-53.13695559425817,-83.16195177932077,-40.7168177336605,-47.98703485860766,-42.50358796026522,-83.67714270073638,-32.059061894204305
1950-08-01,-51.965301478596565,-55.31610130442328,-83.34339016927022,-41.29294434635457,-48.67746465203984,-43.21952678616324,-86.8619352220446,-32.852363406385614
1950-09-01,-50.80836472730884,-54.373507255377966,-81.84668589180424,-41.38194439143487,-49.136438012560106,-43.703823544969715,-88.9172951208414,-33.55606989000792
1950-10-01,-49.07594742340825,-52.61728562844161,-81.24216261252276,-41.305218310547424,-49.23528157353171,-43.975511241975106,-90.06849506149342,-34.14640253816626
1950-11-01,-46.83290813812329,-49.99393470224127,-80.23506032704616,-41.443695955054245,-49.66135648483,-44.548658177516394,-92.25714834805768,-35.154403767853516
1950-12-01,-44.90839683053011,-48.16074818720731,-78.6368351632943,-41.771171252538984,-50.59534475830445,-45.008138148752245,-93.1754971918014,-35.695807335686226
1951-01-01,-43.45895416707811,-49.49647636418525,-78.7403239756176,-42.23613529893578,-51.70278019350696,-45.542251446330994,-93.36403247667701,-36.271560876497915
1951-02-01,-43.305608144765095,-53.69831649267398,-79.79254249578787,-42.89981014309912,-53.19779476955533,-46.237977938301405,-93.75685091679154,-37.00062019480028
1951-03-01,-42.45927483752508,-53.42235925866417,-78.46979782462745,-42.02332444979046,-53.883655360674034,-46.36725038175422,-92.57873832675017,-37.13882308340501
1951-04-01,-43.41456886664999,-54.599785928321865,-79.80108999832157,-41.55617505372276,-55.36029382413113,-46.649828201713845,-91.5952802596038,-37.29721939226337
1951-05-01,-45.145356075802425,-58.3850325884937,-84.4871110201227,-41.84196545193708,-57.749906046591505,-47.56460942407661,-91.63253497354658,-37.74692335932207
1951-06-01,-45.92332588285538,-60.257592917181874,-87.41429313072625,-41.92447338441138,-59.397657170056966,-47.95661677626721,-90.74414758337113,-37.889466843932894
1951-07-01,-46.763945215234514,-62.03210776560175,-89.85600778520258,-43.33710013836902,-60.46617813712244,-48.08650034505568,-89.83083480559658,-38.0004233429329
1951-08-01,-46.91533683403725,-64.0691172755636,-91.50393232963444,-43.91916836956935,-60.760500384815614,-47.84974423645143,-87.74021247432181,-37.73279769460667
1951-09-01,-45.286488116320065,-63.68212105778618,-91.47009105290392,-43.414501678586696,-60.42678977416448,-47.58837116248657,-84.88673091368376,-37.33564215850866
1951-10-01,-43.0006633315385,-62.74146441359278,-92.37055561011081,-42.5563423700532,-60.15340690337034,-47.46259785997147,-82.82026215606862,-36.999651349004225
1951-11-01,-37.33533036942101,-55.68813034928003,-89.73465181631228,-39.72753108792499,-58.253426192056374,-46.543637852719755,-79.80787811195276,-36.12120520113902
1951-12-01,-32.28051002078481,-46.906697272636826,-87.29962039097686,-36.77506148794212,-56.33931151705217,-45.521200804928,-76.41276523158149,-34.80525405707826
1952-01-01,-29.55589700110379,-40.9993526131022,-87.25462495138294,-35.558101324196116,-55.46426690184864,-45.008061213777744,-74.13369691202954,-33.843737978013294
1952-02-01,-27.87841796368434,-37.130678385930004,-87.93456270226926,-35.454548973900756,-55.18430269285895,-45.00661207976897,-73.36198777379836,-33.59573041998916
1952-03-01,-28.919570051275016,-35.54326276805651,-89.43236849383356,-36.07761574304529,-54.740765729606885,-44.863703756663945,-71.72758938311851,-32.94203824833181
1952-04-01,-28.456032534383226,-34.51249934064331,-89.04335049588268,-36.029008005021446,-53.04051385437076,-44.03793180274193,-68.35157715417904,-31.705234054054852
1952-05-01,-28.196487607922588,-37.544523928034536,-88.84141647617326,-36.831776100575006,-51.95943336260837,-43.88416438860045,-66.39042725198328,-30.86736247278943
1952-06-01,-28.91019718007876,-41.447816366332304,-88.72707734819845,-38.13164603927284,-51.82776810413569,-44.255838376995236,-65.90869688388204,-30.495390266285995
1952-07-01,-30.254936303971693,-45.594371207980686,-89.24370803058508,-39.29129771918314,-52.548731582348,-44.94364435288257,-66.05368703375531,-30.092916231053504
1952-08-01,-30.477400538836214,-46.45943310776594,-88.27197802034608,-40.05062454612947,-52.78897550441738,-45.425868790980665,-65.73707963083736,-29.680484625837895
1952-09-01,-29.966342025732818,-43.34675117376,-82.8581132828895,-40.47738339217491,-52.624300125155735,-45.84379138605697,-64.47299245727415,-29.058299203366552
1952-10-01,-29.493745209432248,-39.805545937758346,-75.76040662488974,-40.93142926351921,-52.42049765466518,-46.11274088266979,-63.23415585772483,-28.536515920304225
1952-11-01,-28.76260655827175,-35.0566735827179,-68.16597969961151,-40.883499090218606,-51.78730571107483,-46.240770691161735,-61.7355057027919,-27.951934211897267
